Temp_FH,Vol_HW,SOC_B,T_FH_plus,T_FH_minus,V_HW_plus,V_HW_minus,profits,COP_FH,COP_HW,Peer,PV_DE,B_DE,GR_DE,PV_B,PV_GR,PV_HP,GR_HP,B_HP,HP_FH,HP_HW,PV_PM,B_PM,PM_DE,PM_B,PM_HP,month,day,hour
22.0,180.0,13.5,-0.0,0.0,-0.0,0.0,0.27496502713202897,3.1222857142857143,2.0508571428571427,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2255108442769451,1.2255108442769476,0.0,0.0,2.074489108039339,0.241389,0.0,0.0,1.0,1.0,0.0
22.0,179.32877024670537,10.025910715448674,0.0,0.0,0.0,0.0,0.10153228798664365,3.111642857142857,2.0402142857142858,1.0,0.0,0.22141999999999998,0.0,0.0,0.0,0.0,1.142338556397576,0.0,1.25935950290462,0.0,0.0,3.078579952316284,0.0,0.0,0.11702094650704398,1.0,1.0,1.0
22.0,178.65754049341083,6.551925653573252,0.0,0.0,0.0,0.0,-0.026298733101192295,3.0990714285714285,2.027642857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857295710217593,0.0,1.983056261669022,0.0,0.0,3.299999952316284,0.206539,0.0,0.6973266906472626,1.0,1.0,2.0
22.0,177.98631074011632,3.0780448112470538,0.0,0.0,0.0,0.0,0.1018325518609517,3.0868571428571427,2.015428571428571,1.0,0.0,0.200706,0.0,0.0,0.0,0.0,0.0,0.13873582604829937,0.13873582604829937,0.0,0.0,0.6788836520965987,0.0,0.0,0.0,1.0,1.0,3.0
21.687747801072884,177.31508098682178,2.006030875628149,0.0,0.0,0.0,0.0,0.06313800250887872,3.075214285714286,2.0037857142857143,1.0,0.0,0.21046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42092,0.0,0.0,0.0,1.0,1.0,4.0
21.493041800804665,176.64385123352727,1.3413601446192867,0.0,0.0,0.0,0.0,0.07174050285071135,3.069928571428571,1.9985,1.0,0.0,0.239135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47827,0.0,0.0,0.0,1.0,1.0,5.0
21.480120500536444,175.97262148023273,0.5861567189144887,0.0,0.0,0.0,0.0,-0.019757077146751553,3.067428571428571,1.996,1.0,0.0,0.0,0.344273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568321575888274,0.0,0.0,0.0,1.0,1.0,6.0
20.740060250268222,175.30139172693822,0.0,0.0,0.0,0.0,0.0,-0.0005010000199079379,3.071642857142857,2.0002142857142857,1.0,0.26033000000000006,0.0,0.13350499999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26366999999999996,0.0,0.0,0.0,0.0,1.0,1.0,7.0
20.0,174.6301619736437,0.0,0.0,0.0,0.0,0.0,0.16234292170017084,3.126571428571429,2.055142857142857,1.0,0.405839,0.0,0.0,0.0,0.0,2.3818748983383804,0.0,0.0,2.381874898338381,0.0,1.0822861016616199,0.0,0.0,0.0,0.0,1.0,1.0,8.0
20.46738320026822,150.0790900168745,0.0,0.0,0.0,0.0,0.0,0.5849655559518336,3.219642857142857,2.148214285714286,1.0,0.41128400000000004,0.0,0.0,0.0,2.894017982971987,0.1320310565264856,0.0,0.0,0.0,0.1320310565264856,2.9816669605015265,0.0,0.0,1.0112420165177654,0.0,1.0,1.0,9.0
20.0,90.50447710815091,0.9606799036369328,0.0,0.0,0.0,0.0,0.41604290015076584,3.327357142857143,2.2559285714285715,1.0,0.399042,0.0,0.0,3.299999952316284,1.8406476546002506,0.6927895748836008,0.0,0.0,0.6927895748836008,0.0,1.5465208181998644,0.0,0.0,0.0,0.0,1.0,1.0,10.0
20.060175400804663,20.671229753294522,4.095650998601957,0.0,0.0,0.0,0.0,0.23534931871125797,3.434071428571429,2.3626428571428573,1.0,0.412678,0.0,0.0,3.299999952316284,0.09397995119677616,0.0,0.0,0.0,3.0,0.0,4.5063420964869385,0.0,0.0,0.0,3.0,1.0,1.0,11.0
21.319909193393585,20.0,7.230528044436507,0.0,0.0,0.0,0.0,0.1238561636899243,3.5240714285714287,2.452642857142857,1.0,0.0,0.0,0.0,3.299999952316284,2.9834996617792386,0.0,0.0,0.0,0.0,2.4704383859044743,1.7345003859044759,0.0,0.427354,0.0,2.4704383859044743,1.0,1.0,12.0
20.762147993125364,128.95154030065584,10.365311043962059,0.0,0.0,0.0,0.0,0.014100005096934829,3.5874285714285716,2.516,1.0,0.456899,0.0,0.0,3.299999952316284,0.09330304768371706,3.0,0.0,0.0,3.0,0.0,0.03179799999999933,0.0,0.0,0.0,0.0,1.0,1.0,13.0
22.0,124.50491169305461,13.5,0.0,0.0,0.0,0.0,0.31903021267712117,3.619857142857143,2.5484285714285715,1.0,0.458434,0.0,0.0,0.0004263157840535996,0.0,2.2042716842159464,0.0,0.0,0.0,2.2042716842159464,2.126868,0.0,0.0,0.0,0.0,1.0,1.0,14.0
21.44172444973178,180.0,13.5,0.0,0.0,0.0,0.0,0.5056011860219143,3.6158571428571427,2.544428571428571,1.0,0.0,0.491737,0.0,0.0,0.0,0.0,0.0,1.0005885127754242,0.0,1.0005885127754244,1.5630000000000002,1.8076744395408597,0.0,0.0,0.0,1.0,1.0,15.0
21.24701844946356,180.0,10.025910715448674,0.0,0.0,0.0,0.0,-0.0775570030877217,3.5808571428571425,2.509428571428572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5180997648950325,0.0,1.764358854127141,0.0,0.0,3.299999952316284,0.5345880000000001,0.0,0.2462590892321086,1.0,1.0,16.0
22.0,169.5743252674081,6.551925653573251,0.0,0.0,0.0,0.0,0.1305765442534212,3.564285714285714,2.492857142857143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.724225691884446,1.724225691884446,0.0,0.0,1.575774260431838,0.705264,0.0,0.0,1.0,1.0,17.0
