PV_DE,B_DE,GR_DE,PV_B,PV_GR,PV_HP,GR_HP,B_HP,HP_FH,HP_HW,PV_PM,B_PM,PM_DE,PM_B,PM_HP
1,0.95,0.99,0.95,0.99,1,0.99,0.95,1,1,0.99,0.9405,0.99,0.9405,0.99
