heating,heating_fan,hotwater,lights,lgappl,vent_fan,misc,electkwh,heatingkwh,hotwaterkwh,Date/Time,PV_generation,Temperature
0.0,0.041142,0.0,0.009922,0.046647,0.0,0.128224,0.184793,0.041142,0.0, 03/09  05:00:00,0.0,-1.227
0.0,0.041142,0.0,0.02679,0.052064,0.0,0.132231,0.211085,0.041142,0.0, 03/09  06:00:00,0.0,-0.988
6.059491,0.041142,0.0,0.062896,0.07309,0.025,0.148258,0.30924399999999996,6.100633,0.0, 03/09  07:00:00,0.639,-0.449
3.837678,0.045713,0.392345,0.079593,0.09818,0.005,0.168293,0.351066,3.883391,0.392345, 03/09  08:00:00,3.577,0.745
2.423797,0.034625,0.412077,0.083056,0.10463,0.0,0.1723,0.35998600000000003,2.458422,0.412077, 03/09  09:00:00,6.173,1.81
2.423797,0.034599,0.51537,0.08389,0.107338,0.0,0.1723,0.363528,2.458396,0.51537, 03/09  10:00:00,8.034,3.943
2.423797,0.032356,0.439257,0.081526,0.09818,0.0,0.1723,0.35200600000000004,2.456153,0.439257, 03/09  11:00:00,9.132,6.109
1.413881,0.024459,1.780005,0.07825,0.109015,0.0,0.176307,0.363572,1.43834,1.780005, 03/09  12:00:00,9.59,7.424
0.0,0.034481,0.563469,0.075886,0.12056,0.0,0.180314,0.37676,0.034481,0.563469, 03/09  13:00:00,9.402,8.228
0.0,0.031023,0.0,0.075191,0.105662,0.0,0.180314,0.361167,0.031023,0.0, 03/09  14:00:00,8.622,8.567
0.0,0.041142,0.0,0.075534,0.12056,0.0,0.176307,0.372401,0.041142,0.0, 03/09  15:00:00,7.179,8.627
0.0,0.041142,0.0,0.07819,0.101921,0.0,0.184321,0.364432,0.041142,0.0, 03/09  16:00:00,5.047,8.193
0.0,0.035673,0.0,0.086909,0.170028,0.0,0.192335,0.449272,0.035673,0.0, 03/09  17:00:00,2.254,5.981
1.211898,0.024552,0.0,0.107644,0.252712,0.025,0.208363,0.593719,1.2364499999999998,0.0, 03/09  18:00:00,0.099,3.158
0.807932,0.027812,1.175958,0.139599,0.210082,0.005,0.21237,0.567051,0.8357439999999999,1.175958, 03/09  19:00:00,0.0,2.027
1.817847,0.027885,0.833285,0.166994,0.130818,0.0,0.200349,0.49816099999999996,1.845732,0.833285, 03/09  20:00:00,0.0,1.808
1.211898,0.02418,4.793908,0.169214,0.347299,0.0,0.188328,0.704841,1.236078,4.793908, 03/09  21:00:00,0.0,1.84
2.423797,0.034436,1.049428,0.144387,0.08135,0.0,0.180314,0.406051,2.458233,1.049428, 03/09  22:00:00,0.0,1.811
3.635695,0.041142,0.478475,0.0898,0.067095,0.0,0.160279,0.317174,3.676837,0.478475, 03/09  23:00:00,0.0,1.628
6.059491,0.041142,0.0,0.045814,0.057226,0.0,0.144251,0.24729099999999998,6.100633,0.0, 03/09  24:00:00,0.0,1.353
7.27139,0.041142,0.0,0.022749,0.050776,0.0,0.140244,0.21376900000000001,7.312532,0.0, 03/10  01:00:00,0.0,0.86
3.635695,0.041142,0.0,0.013649,0.049744,0.0,0.132231,0.19562399999999996,3.676837,0.0, 03/10  02:00:00,0.0,0.533
3.635695,0.041142,0.0,0.009099,0.044648,0.0,0.128224,0.181971,3.676837,0.0, 03/10  03:00:00,0.0,0.417
2.423797,0.041142,0.0,0.009099,0.043616,0.0,0.124217,0.17693199999999998,2.4649389999999998,0.0, 03/10  04:00:00,0.0,0.603
1.211898,0.041142,0.0,0.009922,0.046647,0.0,0.128224,0.184793,1.25304,0.0, 03/10  05:00:00,0.0,0.897
0.0,0.041142,0.890867,0.02679,0.052064,0.0,0.132231,0.211085,0.041142,0.890867, 03/10  06:00:00,0.0,1.148
4.241644,0.03099,5.500315,0.062896,0.07309,0.025,0.148258,0.30924399999999996,4.272634,5.500315, 03/10  07:00:00,0.012,1.458
3.231729,0.042472,0.309636,0.079593,0.09818,0.005,0.168293,0.351066,3.274201,0.309636, 03/10  08:00:00,0.284,2.043
2.524788,0.030812,1.018073,0.083056,0.10463,0.0,0.1723,0.35998600000000003,2.5556,1.018073, 03/10  09:00:00,0.71,2.58
2.423797,0.031245,0.0,0.08389,0.107338,0.0,0.1723,0.363528,2.455042,0.0, 03/10  10:00:00,1.889,3.387
1.31289,0.028937,0.0,0.081526,0.09818,0.0,0.1723,0.35200600000000004,1.3418269999999999,0.0, 03/10  11:00:00,3.232,4.782
0.0,0.030996,0.453026,0.07825,0.109015,0.0,0.176307,0.363572,0.030996,0.453026, 03/10  12:00:00,4.892,6.346
0.0,0.027672,0.0,0.075886,0.171145,0.0,0.180314,0.427345,0.027672,0.0, 03/10  13:00:00,6.615,7.686
0.0,0.020895,0.177645,0.075191,0.115209,0.0,0.180314,0.370714,0.020895,0.177645, 03/10  14:00:00,6.255,8.833
1.211898,0.027636,0.23055,0.075534,0.153382,0.0,0.176307,0.405223,1.239534,0.23055, 03/10  15:00:00,6.056,9.673
0.0,0.031082,0.634217,0.07819,0.101921,0.0,0.184321,0.364432,0.031082,0.634217, 03/10  16:00:00,4.209,9.847
1.211898,0.024352,0.0,0.086909,0.170028,0.0,0.192335,0.449272,1.2362499999999998,0.0, 03/10  17:00:00,1.949,8.793
0.605949,0.034476,0.602641,0.107644,0.252712,0.025,0.208363,0.593719,0.6404249999999999,0.602641, 03/10  18:00:00,0.104,6.042
0.0,0.024346,1.121244,0.139599,0.210082,0.005,0.21237,0.567051,0.024346,1.121244, 03/10  19:00:00,0.0,4.713
2.423797,0.03448,0.0,0.166994,0.130818,0.0,0.200349,0.49816099999999996,2.458277,0.0, 03/10  20:00:00,0.0,4.115
0.0,0.027871,0.0,0.169214,0.095926,0.0,0.188328,0.453468,0.027871,0.0, 03/10  21:00:00,0.0,3.668
1.211898,0.024148,4.592653,0.144387,0.08135,0.0,0.180314,0.406051,1.236046,4.592653, 03/10  22:00:00,0.0,3.354
0.0,0.027913,0.0,0.0898,0.067095,0.0,0.160279,0.317174,0.027913,0.0, 03/10  23:00:00,0.0,3.156
0.0,0.041142,0.0,0.045814,0.057226,0.0,0.144251,0.24729099999999998,0.041142,0.0, 03/10  24:00:00,0.0,2.84
0.0,0.041142,0.0,0.022749,0.050776,0.0,0.140244,0.21376900000000001,0.041142,0.0, 03/11  01:00:00,0.0,2.339
1.211898,0.041142,0.537718,0.013649,0.173044,0.0,0.132231,0.318924,1.25304,0.537718, 03/11  02:00:00,0.0,2.138
1.211898,0.041142,0.0,0.009099,0.044648,0.0,0.128224,0.181971,1.25304,0.0, 03/11  03:00:00,0.0,1.864
1.211898,0.041142,0.392388,0.009099,0.043616,0.0,0.124217,0.17693199999999998,1.25304,0.392388, 03/11  04:00:00,0.0,1.455
1.211898,0.041142,0.0,0.009922,0.046647,0.0,0.128224,0.184793,1.25304,0.0, 03/11  05:00:00,0.0,1.074
2.423797,0.041142,0.0,0.02679,0.052064,0.0,0.132231,0.211085,2.4649389999999998,0.0, 03/11  06:00:00,0.0,0.838
6.059491,0.041142,0.0,0.062896,0.07309,0.025,0.148258,0.30924399999999996,6.100633,0.0, 03/11  07:00:00,0.11,0.896
1.211898,0.041142,0.0,0.079593,0.09818,0.005,0.168293,0.351066,1.25304,0.0, 03/11  08:00:00,1.192,1.599
1.817847,0.041286,0.0,0.083056,0.10463,0.0,0.1723,0.35998600000000003,1.859133,0.0, 03/11  09:00:00,3.718,2.777
0.605949,0.037713,0.489226,0.08389,0.173065,0.0,0.1723,0.429255,0.643662,0.489226, 03/11  10:00:00,6.975,4.212
0.0,0.034544,0.762223,0.081526,0.09818,0.0,0.1723,0.35200600000000004,0.034544,0.762223, 03/11  11:00:00,8.734,5.517
0.0,0.034537,0.544627,0.07825,0.109015,0.0,0.176307,0.363572,0.034537,0.544627, 03/11  12:00:00,9.543,6.472
0.0,0.03449,0.610589,0.075886,0.12056,0.0,0.180314,0.37676,0.03449,0.610589, 03/11  13:00:00,9.533,7.159
0.0,0.027887,0.0,0.075191,0.105662,0.0,0.180314,0.361167,0.027887,0.0, 03/11  14:00:00,8.792,7.653
0.0,0.021267,0.0,0.075534,0.12056,0.0,0.176307,0.372401,0.021267,0.0, 03/11  15:00:00,7.373,7.908
0.0,0.027889,0.0,0.07819,0.101921,0.0,0.184321,0.364432,0.027889,0.0, 03/11  16:00:00,5.274,7.529
1.211898,0.027688,3.686608,0.086909,0.170028,0.0,0.192335,0.449272,1.2395859999999999,3.686608, 03/11  17:00:00,2.56,6.399
1.211898,0.041142,0.0,0.107644,0.252712,0.025,0.208363,0.593719,1.25304,0.0, 03/11  18:00:00,0.19,3.564
0.0,0.034543,0.0,0.139599,0.210082,0.005,0.21237,0.567051,0.034543,0.0, 03/11  19:00:00,0.0,2.211
3.029746,0.04457,0.0,0.166994,0.130818,0.0,0.200349,0.49816099999999996,3.0743159999999996,0.0, 03/11  20:00:00,0.0,1.573
4.847593,0.041142,0.0,0.169214,0.095926,0.0,0.188328,0.453468,4.888735,0.0, 03/11  21:00:00,0.0,1.033
1.211898,0.037713,0.808629,0.144387,0.08135,0.0,0.180314,0.406051,1.249611,0.808629, 03/11  22:00:00,0.0,0.728
1.211898,0.041142,0.0,0.0898,0.067095,0.0,0.160279,0.317174,1.25304,0.0, 03/11  23:00:00,0.0,0.504
1.211898,0.041142,0.0,0.045814,0.057226,0.0,0.144251,0.24729099999999998,1.25304,0.0, 03/11  24:00:00,0.0,0.185
3.635695,0.041142,0.0,0.022749,0.050776,0.0,0.140244,0.21376900000000001,3.676837,0.0, 03/12  01:00:00,0.0,-0.23
2.423797,0.041142,0.0,0.013649,0.049744,0.0,0.132231,0.19562399999999996,2.4649389999999998,0.0, 03/12  02:00:00,0.0,-0.641
3.635695,0.041142,0.0,0.009099,0.044648,0.0,0.128224,0.181971,3.676837,0.0, 03/12  03:00:00,0.0,-0.956
2.423797,0.041142,0.0,0.009099,0.043616,0.0,0.124217,0.17693199999999998,2.4649389999999998,0.0, 03/12  04:00:00,0.0,-1.226
2.423797,0.041142,0.97626,0.009922,0.046647,0.0,0.128224,0.184793,2.4649389999999998,0.97626, 03/12  05:00:00,0.0,-1.478
4.847593,0.041142,0.898144,0.02679,0.052064,0.0,0.132231,0.211085,4.888735,0.898144, 03/12  06:00:00,0.0,-1.553
3.635695,0.041142,5.500315,0.062896,0.07309,0.025,0.148258,0.30924399999999996,3.676837,5.500315, 03/12  07:00:00,0.78,-0.97
2.423797,0.038148,1.276434,0.079593,0.09818,0.005,0.168293,0.351066,2.461945,1.276434, 03/12  08:00:00,3.712,0.652
3.635695,0.041142,1.621416,0.083056,0.10463,0.0,0.1723,0.35998600000000003,3.676837,1.621416, 03/12  09:00:00,6.271,2.57
2.423797,0.034675,3.341655,0.08389,0.107338,0.0,0.1723,0.363528,2.458472,3.341655, 03/12  10:00:00,8.084,5.034
3.635695,0.03657,0.0,0.081526,0.09818,0.0,0.1723,0.35200600000000004,3.6722650000000003,0.0, 03/12  11:00:00,9.189,7.068
1.817847,0.041284,0.483216,0.07825,0.109015,0.0,0.176307,0.363572,1.859131,0.483216, 03/12  12:00:00,9.633,8.636
1.211898,0.031104,0.862133,0.075886,0.12056,0.0,0.180314,0.37676,1.243002,0.862133, 03/12  13:00:00,9.432,9.725
1.817847,0.031305,0.0,0.075191,0.105662,0.0,0.180314,0.361167,1.849152,0.0, 03/12  14:00:00,8.65,10.442
0.0,0.027693,0.685546,0.075534,0.12056,0.0,0.176307,0.372401,0.027693,0.685546, 03/12  15:00:00,7.234,10.775
1.211898,0.027794,0.0,0.07819,0.101921,0.0,0.184321,0.364432,1.239692,0.0, 03/12  16:00:00,5.143,10.488
1.211898,0.034582,0.680224,0.086909,0.170028,0.0,0.192335,0.449272,1.24648,0.680224, 03/12  17:00:00,2.469,9.077
2.423797,0.03575,0.0,0.107644,0.252712,0.025,0.208363,0.593719,2.459547,0.0, 03/12  18:00:00,0.184,6.107
2.423797,0.036694,0.0,0.139599,0.210082,0.005,0.21237,0.567051,2.4604909999999998,0.0, 03/12  19:00:00,0.0,4.864
2.423797,0.034559,1.183719,0.166994,0.130818,0.0,0.200349,0.49816099999999996,2.4583559999999998,1.183719, 03/12  20:00:00,0.0,4.163
2.423797,0.037713,0.249381,0.169214,0.095926,0.0,0.188328,0.453468,2.46151,0.249381, 03/12  21:00:00,0.0,3.297
3.635695,0.041142,0.279098,0.144387,0.08135,0.0,0.180314,0.406051,3.676837,0.279098, 03/12  22:00:00,0.0,2.496
6.059491,0.041142,0.0,0.0898,0.067095,0.0,0.160279,0.317174,6.100633,0.0, 03/12  23:00:00,0.0,1.871
7.27139,0.041142,0.0,0.045814,0.057226,0.0,0.144251,0.24729099999999998,7.312532,0.0, 03/12  24:00:00,0.0,1.654
6.059491,0.041142,0.0,0.022749,0.050776,0.0,0.140244,0.21376900000000001,6.100633,0.0, 03/13  01:00:00,0.0,1.444
3.635695,0.041142,0.0,0.013649,0.049744,0.0,0.132231,0.19562399999999996,3.676837,0.0, 03/13  02:00:00,0.0,1.268
2.423797,0.041142,0.392387,0.009099,0.044648,0.0,0.128224,0.181971,2.4649389999999998,0.392387, 03/13  03:00:00,0.0,1.139
2.423797,0.041142,0.0,0.009099,0.043616,0.0,0.124217,0.17693199999999998,2.4649389999999998,0.0, 03/13  04:00:00,0.0,1.031
1.211898,0.041142,0.0,0.009922,0.046647,0.0,0.128224,0.184793,1.25304,0.0, 03/13  05:00:00,0.0,1.079
1.211898,0.041142,0.0,0.02679,0.052064,0.0,0.132231,0.211085,1.25304,0.0, 03/13  06:00:00,0.0,1.056
3.635695,0.041142,1.418147,0.062896,0.07309,0.025,0.148258,0.30924399999999996,3.676837,1.418147, 03/13  07:00:00,0.126,1.378
3.635695,0.041142,0.0,0.079593,0.09818,0.005,0.168293,0.351066,3.676837,0.0, 03/13  08:00:00,1.437,2.585
7.27139,0.041142,0.0,0.083056,0.10463,0.0,0.1723,0.35998600000000003,7.312532,0.0, 03/13  09:00:00,4.474,4.156
4.847593,0.041142,0.0,0.08389,0.107338,0.0,0.1723,0.363528,4.888735,0.0, 03/13  10:00:00,6.909,6.616
3.635695,0.041142,0.433819,0.081526,0.09818,0.0,0.1723,0.35200600000000004,3.676837,0.433819, 03/13  11:00:00,7.972,9.59
6.059491,0.041142,0.0,0.07825,0.109015,0.0,0.176307,0.363572,6.100633,0.0, 03/13  12:00:00,8.183,12.146
7.27139,0.041142,0.0,0.075886,0.168607,0.0,0.180314,0.42480700000000005,7.312532,0.0, 03/13  13:00:00,7.326,13.453
6.059491,0.041142,1.05744,0.075191,0.539182,0.0,0.180314,0.794687,6.100633,1.05744, 03/13  14:00:00,4.71,13.455
4.847593,0.041142,0.0,0.075534,0.274612,0.0,0.176307,0.5264530000000001,4.888735,0.0, 03/13  15:00:00,2.786,12.85
4.847593,0.041142,0.514006,0.07819,0.101921,0.0,0.184321,0.364432,4.888735,0.514006, 03/13  16:00:00,1.795,11.823
4.847593,0.041142,0.514051,0.086909,0.170028,0.0,0.192335,0.449272,4.888735,0.514051, 03/13  17:00:00,0.83,10.383
0.0,0.041142,0.0,0.107644,0.252712,0.025,0.208363,0.593719,0.041142,0.0, 03/13  18:00:00,0.072,8.312
3.635695,0.041142,0.772428,0.139599,0.210082,0.005,0.21237,0.567051,3.676837,0.772428, 03/13  19:00:00,0.0,7.108
3.635695,0.041142,1.987838,0.166994,0.130818,0.0,0.200349,0.49816099999999996,3.676837,1.987838, 03/13  20:00:00,0.0,6.626
4.847593,0.041142,0.711993,0.169214,0.095926,0.0,0.188328,0.453468,4.888735,0.711993, 03/13  21:00:00,0.0,6.315
6.059491,0.041142,1.379021,0.144387,0.08135,0.0,0.180314,0.406051,6.100633,1.379021, 03/13  22:00:00,0.0,5.94
7.27139,0.041142,0.0,0.0898,0.067095,0.0,0.160279,0.317174,7.312532,0.0, 03/13  23:00:00,0.0,5.653
4.847593,0.041142,0.0,0.045814,0.057226,0.0,0.144251,0.24729099999999998,4.888735,0.0, 03/13  24:00:00,0.0,5.356
2.423797,0.041142,0.763936,0.022749,0.050776,0.0,0.140244,0.21376900000000001,2.4649389999999998,0.763936, 03/14  01:00:00,0.0,5.06
0.0,0.041142,0.324374,0.013649,0.049744,0.0,0.132231,0.19562399999999996,0.041142,0.324374, 03/14  02:00:00,0.0,4.767
0.0,0.041142,0.0,0.009099,0.044648,0.0,0.128224,0.181971,0.041142,0.0, 03/14  03:00:00,0.0,4.365
1.211898,0.041142,0.0,0.009099,0.043616,0.0,0.124217,0.17693199999999998,1.25304,0.0, 03/14  04:00:00,0.0,3.891
3.635695,0.041142,0.0,0.009922,0.046647,0.0,0.128224,0.184793,3.676837,0.0, 03/14  05:00:00,0.0,3.579
2.423797,0.041142,0.0,0.02679,0.052064,0.0,0.132231,0.211085,2.4649389999999998,0.0, 03/14  06:00:00,0.0,3.259
4.847593,0.041142,0.0,0.062896,0.07309,0.025,0.148258,0.30924399999999996,4.888735,0.0, 03/14  07:00:00,0.194,3.249
2.221814,0.033878,0.502361,0.079593,0.09818,0.005,0.168293,0.351066,2.2556920000000003,0.502361, 03/14  08:00:00,1.267,3.869
2.827763,0.036797,0.500145,0.083056,0.375717,0.0,0.1723,0.631073,2.86456,0.500145, 03/14  09:00:00,3.32,4.772
2.221814,0.030168,2.689068,0.08389,0.840337,0.0,0.1723,1.096527,2.2519820000000004,2.689068, 03/14  10:00:00,6.153,6.174
2.62578,0.036711,0.266892,0.081526,0.09818,0.0,0.1723,0.35200600000000004,2.6624909999999997,0.266892, 03/14  11:00:00,8.724,7.939
2.423797,0.031151,1.921815,0.07825,0.109015,0.0,0.176307,0.363572,2.454948,1.921815, 03/14  12:00:00,9.195,9.332
0.0,0.031099,0.0,0.075886,0.12056,0.0,0.180314,0.37676,0.031099,0.0, 03/14  13:00:00,9.125,10.177
0.0,0.034532,0.392316,0.075191,0.105662,0.0,0.180314,0.361167,0.034532,0.392316, 03/14  14:00:00,8.482,10.696
0.0,0.021249,0.0,0.075534,0.12056,0.0,0.176307,0.372401,0.021249,0.0, 03/14  15:00:00,7.169,10.885
0.0,0.021229,0.0,0.07819,0.101921,0.0,0.184321,0.364432,0.021229,0.0, 03/14  16:00:00,5.18,10.695
0.0,0.027992,0.777983,0.086909,0.170028,0.0,0.192335,0.449272,0.027992,0.777983, 03/14  17:00:00,2.556,9.863
3.029746,0.037874,0.0,0.107644,0.252712,0.025,0.208363,0.593719,3.06762,0.0, 03/14  18:00:00,0.244,7.306
1.817847,0.031256,0.0,0.139599,0.210082,0.005,0.21237,0.567051,1.849103,0.0, 03/14  19:00:00,0.0,5.797
2.423797,0.034569,0.48382,0.166994,0.130818,0.0,0.200349,0.49816099999999996,2.458366,0.48382, 03/14  20:00:00,0.0,4.992
1.211898,0.037713,1.491814,0.169214,0.648716,0.0,0.188328,1.0062579999999999,1.249611,1.491814, 03/14  21:00:00,0.0,4.028
4.847593,0.041142,0.0,0.144387,0.08135,0.0,0.180314,0.406051,4.888735,0.0, 03/14  22:00:00,0.0,2.9
6.059491,0.041142,0.0,0.0898,0.067095,0.0,0.160279,0.317174,6.100633,0.0, 03/14  23:00:00,0.0,1.721
7.27139,0.041142,0.0,0.045814,0.057226,0.0,0.144251,0.24729099999999998,7.312532,0.0, 03/14  24:00:00,0.0,0.645
4.847593,0.041142,0.0,0.022749,0.050776,0.0,0.140244,0.21376900000000001,4.888735,0.0, 03/15  01:00:00,0.0,-0.103
0.0,0.041142,0.0,0.013649,0.049744,0.0,0.132231,0.19562399999999996,0.041142,0.0, 03/15  02:00:00,0.0,-0.349
3.635695,0.041142,0.0,0.009099,0.044648,0.0,0.128224,0.181971,3.676837,0.0, 03/15  03:00:00,0.0,-0.165
1.211898,0.041142,0.0,0.009099,0.043616,0.0,0.124217,0.17693199999999998,1.25304,0.0, 03/15  04:00:00,0.0,0.149
2.423797,0.041142,0.0,0.009922,0.046647,0.0,0.128224,0.184793,2.4649389999999998,0.0, 03/15  05:00:00,0.0,0.257
3.635695,0.041142,0.0,0.02679,0.052064,0.0,0.132231,0.211085,3.676837,0.0, 03/15  06:00:00,0.0,-0.065
6.059491,0.041142,0.676248,0.062896,0.07309,0.025,0.148258,0.30924399999999996,6.100633,0.676248, 03/15  07:00:00,0.85,0.002
2.120822,0.037322,4.551864,0.079593,0.09818,0.005,0.168293,0.351066,2.158144,4.551864, 03/15  08:00:00,3.123,1.522
2.120822,0.035279,0.81058,0.083056,0.10463,0.0,0.1723,0.35998600000000003,2.156101,0.81058, 03/15  09:00:00,4.787,2.961
2.242012,0.03359,0.392307,0.08389,0.107338,0.0,0.1723,0.363528,2.2756019999999997,0.392307, 03/15  10:00:00,6.536,5.379
1.817847,0.032825,2.202158,0.081526,0.142171,0.0,0.1723,0.395997,1.850672,2.202158, 03/15  11:00:00,7.164,7.476
0.605949,0.024271,2.98319,0.07825,0.115151,0.0,0.176307,0.369708,0.63022,2.98319, 03/15  12:00:00,5.756,9.205
0.0,0.027901,0.0,0.075886,0.12056,0.0,0.180314,0.37676,0.027901,0.0, 03/15  13:00:00,3.565,10.029
0.0,0.024314,0.0,0.075191,0.105662,0.0,0.180314,0.361167,0.024314,0.0, 03/15  14:00:00,5.755,11.249
1.211898,0.03117,0.0,0.075534,0.12056,0.0,0.176307,0.372401,1.2430679999999998,0.0, 03/15  15:00:00,5.675,11.93
0.605949,0.019795,0.0,0.07819,0.101921,0.0,0.184321,0.364432,0.625744,0.0, 03/15  16:00:00,3.395,11.772
0.605949,0.021068,0.0,0.086909,0.170028,0.0,0.192335,0.449272,0.6270169999999999,0.0, 03/15  17:00:00,1.214,10.853
2.423797,0.033483,0.0,0.107644,0.252712,0.025,0.208363,0.593719,2.45728,0.0, 03/15  18:00:00,0.104,9.457
2.01983,0.027878,0.464635,0.139599,0.210082,0.005,0.21237,0.567051,2.0477079999999996,0.464635, 03/15  19:00:00,0.0,8.841
1.211898,0.023414,1.080127,0.166994,0.678476,0.0,0.200349,1.0458189999999998,1.235312,1.080127, 03/15  20:00:00,0.0,8.399
0.0,0.037713,0.0,0.169214,0.095926,0.0,0.188328,0.453468,0.037713,0.0, 03/15  21:00:00,0.0,7.86
2.423797,0.041142,0.0,0.144387,0.08135,0.0,0.180314,0.406051,2.4649389999999998,0.0, 03/15  22:00:00,0.0,7.406
4.847593,0.041142,0.0,0.0898,0.067095,0.0,0.160279,0.317174,4.888735,0.0, 03/15  23:00:00,0.0,6.842
6.059491,0.041142,0.0,0.045814,0.057226,0.0,0.144251,0.24729099999999998,6.100633,0.0, 03/15  24:00:00,0.0,6.451
7.27139,0.041142,0.0,0.022749,0.050776,0.0,0.140244,0.21376900000000001,7.312532,0.0, 03/16  01:00:00,0.0,6.247
7.27139,0.041142,0.0,0.013649,0.049744,0.0,0.132231,0.19562399999999996,7.312532,0.0, 03/16  02:00:00,0.0,6.122
3.635695,0.041142,0.0,0.009099,0.044648,0.0,0.128224,0.181971,3.676837,0.0, 03/16  03:00:00,0.0,6.101
3.635695,0.041142,0.0,0.009099,0.043616,0.0,0.124217,0.17693199999999998,3.676837,0.0, 03/16  04:00:00,0.0,6.014
1.211898,0.041142,0.0,0.009922,0.046647,0.0,0.128224,0.184793,1.25304,0.0, 03/16  05:00:00,0.0,5.629
0.0,0.041142,0.0,0.02679,0.052064,0.0,0.132231,0.211085,0.041142,0.0, 03/16  06:00:00,0.0,4.706
2.423797,0.041142,0.487714,0.062896,0.07309,0.025,0.148258,0.30924399999999996,2.4649389999999998,0.487714, 03/16  07:00:00,0.722,4.995
1.817847,0.034881,0.392326,0.079593,0.09818,0.005,0.168293,0.351066,1.852728,0.392326, 03/16  08:00:00,2.44,6.282
3.635695,0.037916,0.389314,0.083056,0.10463,0.0,0.1723,0.35998600000000003,3.673611,0.389314, 03/16  09:00:00,5.431,8.417
4.241644,0.041142,0.421945,0.08389,0.107338,0.0,0.1723,0.363528,4.282786,0.421945, 03/16  10:00:00,6.92,11.117
3.029746,0.041142,0.0,0.081526,0.09818,0.0,0.1723,0.35200600000000004,3.0708879999999996,0.0, 03/16  11:00:00,7.45,13.078
0.605949,0.037713,0.730231,0.07825,0.184663,0.0,0.176307,0.43922,0.643662,0.730231, 03/16  12:00:00,6.7,14.311
2.423797,0.037954,0.0,0.075886,0.12056,0.0,0.180314,0.37676,2.461751,0.0, 03/16  13:00:00,5.868,15.188
0.0,0.031097,0.0,0.075191,0.105662,0.0,0.180314,0.361167,0.031097,0.0, 03/16  14:00:00,4.483,15.779
2.423797,0.034679,0.0,0.075534,0.12056,0.0,0.176307,0.372401,2.458476,0.0, 03/16  15:00:00,3.073,16.138
0.0,0.037713,1.041517,0.07819,0.101921,0.0,0.184321,0.364432,0.037713,1.041517, 03/16  16:00:00,2.576,16.383
1.211898,0.041142,0.0,0.086909,0.170028,0.0,0.192335,0.449272,1.25304,0.0, 03/16  17:00:00,1.537,15.915
3.635695,0.041329,0.0,0.107644,0.252712,0.025,0.208363,0.593719,3.6770240000000003,0.0, 03/16  18:00:00,0.176,14.544
1.817847,0.034573,0.0,0.139599,0.286001,0.005,0.21237,0.64297,1.85242,0.0, 03/16  19:00:00,0.0,13.382
2.423797,0.031154,0.0,0.166994,0.130818,0.0,0.200349,0.49816099999999996,2.454951,0.0, 03/16  20:00:00,0.0,12.267
3.635695,0.041142,0.0,0.169214,0.095926,0.0,0.188328,0.453468,3.676837,0.0, 03/16  21:00:00,0.0,11.016
4.847593,0.041142,0.415674,0.144387,0.08135,0.0,0.180314,0.406051,4.888735,0.415674, 03/16  22:00:00,0.0,8.583
7.27139,0.041142,0.0,0.0898,0.067095,0.0,0.160279,0.317174,7.312532,0.0, 03/16  23:00:00,0.0,4.953
3.635695,0.041142,0.0,0.045814,0.057226,0.0,0.144251,0.24729099999999998,3.676837,0.0, 03/16  24:00:00,0.0,3.121
2.423797,0.041142,0.0,0.022749,0.050776,0.0,0.140244,0.21376900000000001,2.4649389999999998,0.0, 03/17  01:00:00,0.0,2.539
1.211898,0.041142,0.0,0.013649,0.049744,0.0,0.132231,0.19562399999999996,1.25304,0.0, 03/17  02:00:00,0.0,2.179
0.0,0.041142,0.525909,0.009099,0.044648,0.0,0.128224,0.181971,0.041142,0.525909, 03/17  03:00:00,0.0,1.658
1.211898,0.041142,0.0,0.009099,0.043616,0.0,0.124217,0.17693199999999998,1.25304,0.0, 03/17  04:00:00,0.0,1.384
2.423797,0.041142,0.0,0.009922,0.046647,0.0,0.128224,0.184793,2.4649389999999998,0.0, 03/17  05:00:00,0.0,1.257
3.635695,0.041142,0.0,0.02679,0.052064,0.0,0.132231,0.211085,3.676837,0.0, 03/17  06:00:00,0.0,0.891
4.847593,0.041142,0.0,0.062896,0.07309,0.025,0.148258,0.30924399999999996,4.888735,0.0, 03/17  07:00:00,0.623,0.764
3.635695,0.041315,2.586424,0.079593,0.09818,0.005,0.168293,0.351066,3.67701,2.586424, 03/17  08:00:00,3.6,1.396
3.635695,0.037901,0.173006,0.083056,0.10463,0.0,0.1723,0.35998600000000003,3.6735960000000003,0.173006, 03/17  09:00:00,6.415,2.128
6.059491,0.037713,0.0,0.08389,0.107338,0.0,0.1723,0.363528,6.0972040000000005,0.0, 03/17  10:00:00,8.458,2.763
6.059491,0.041142,0.636254,0.081526,0.09818,0.0,0.1723,0.35200600000000004,6.100633,0.636254, 03/17  11:00:00,9.655,3.339
4.847593,0.041142,0.0,0.07825,0.109015,0.0,0.176307,0.363572,4.888735,0.0, 03/17  12:00:00,10.0,3.865
7.27139,0.041142,0.0,0.075886,0.12056,0.0,0.180314,0.37676,7.312532,0.0, 03/17  13:00:00,10.0,4.316
6.059491,0.041142,0.0,0.075191,0.105662,0.0,0.180314,0.361167,6.100633,0.0, 03/17  14:00:00,9.26,4.673
