Temp_FH,Vol_HW,Soc_B,SoC_HW_plus,SoC_HW_minus,SoC_FH_plus,SoC_FH_minus,profits,COP_FH,COP_HW,Peer,PV_DE,B_DE,GR_DE,PV_B,PV_GR,PV_HP,GR_HP,B_HP,HP_FH,HP_HW,PV_PM,B_PM,PM_DE,PM_B,PM_HP,Date/Time,horizon
22.0,180.0,13.5,0.0,0.0,0.0,0.0,0.0,3.1222857142857143,2.0508571428571427,1.0,0.0,0.2566602878295744,0.0,0.0,0.0,0.0,0.0,1.2378897297691414,1.2255108442769476,-6.142293410527285e-14,0.0,1.8054499347175683,0.0,0.0,0.0, 01/01  01:00:00,24.0
22.0,179.32877024670307,10.19865004771782,0.0,0.0,0.0,0.0,0.0,3.111642857142857,2.0402142857142858,1.0,0.0,0.23542796453535317,0.0,0.0,0.0,0.0,0.0,1.2720802937102191,1.25935950290462,0.0,0.0,1.7924916940707114,0.0,0.0,0.0, 01/01  02:00:00,24.0
22.0,178.65754049340856,6.8976302304225285,0.0,0.0,0.0,0.0,0.0,3.0990714285714285,2.027642857142857,1.0,0.0,0.21960552961415997,0.0,0.0,0.0,0.0,0.0,2.003087113703126,1.983056261669022,0.0,0.0,0.63007611569655,0.0,0.0,0.0, 01/01  03:00:00,24.0
22.0,177.98631074011405,4.044171708403075,0.0,0.0,0.0,0.0,0.0,3.0868571428571427,2.015428571428571,1.0,0.0,0.2134035093940592,0.0,0.0,0.0,0.0,0.0,0.14013719667863325,0.13873582604829937,0.0,0.0,0.43111819664308576,0.0,0.0,0.0, 01/01  04:00:00,24.0
21.687747801072884,177.31508098681954,3.259108388526673,0.0,0.0,0.0,0.0,0.0,3.075214285714286,2.0037857142857143,1.0,0.0,0.22377458863747818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45206987168048696,0.0,0.0,0.0, 01/01  05:00:00,24.0
21.493041800804665,176.64385123352503,2.5829380173780883,0.0,0.0,0.0,0.0,0.0,3.069928571428571,1.9985,1.0,0.0,0.25426369026809537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5136640157954636,0.0,0.0,0.0, 01/01  06:00:00,24.0
22.0,180.0,0.0,0.0,0.0,0.0,0.0,-0.12378897482151976,3.1222857142857143,2.0508571428571427,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2378897297692033,0.0,1.2255108442769476,0.0,0.0,0.0,0.2438272703784666,0.0,0.0, 01/01  01:00:00,24.0
22.0,179.32877024670427,0.0,0.0,0.0,0.0,0.0,-0.009548126886041319,3.111642857142857,2.0402142857142858,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09548126743763143,0.0,1.25935950290462,0.0,0.0,0.0,0.22365656350206545,0.0,1.2385253063546946, 01/01  02:00:00,24.0
22.0,178.65754049340975,0.0,0.0,0.0,0.0,0.0,-0.200308714355145,3.0990714285714285,2.027642857142857,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.003087113703126,0.0,1.983056261669022,0.0,0.0,0.0,0.20862525051555003,0.0,0.0, 01/01  03:00:00,24.0
22.0,177.98631074011524,0.0,0.0,0.0,0.0,0.0,-0.014013719876684021,3.0868571428571427,2.015428571428571,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14013719667863325,0.0,0.13873582604829937,0.0,0.0,0.0,0.20273333138038815,0.0,0.0, 01/01  04:00:00,24.0
