Temp_FH,Vol_HW,Soc_B,SoC_HW_plus,SoC_HW_minus,SoC_FH_plus,SoC_FH_minus,profits,COP_FH,COP_HW,Peer,PV_DE,B_DE,GR_DE,PV_B,PV_GR,PV_HP,GR_HP,B_HP,HP_FH,HP_HW,Date/Time,horizon
20.0,179.39840554167287,0.0,0.0,0.0,0.0,0.0,-0.17911308760851685,3.126571428571429,2.055142857142857,2.0,0.0,0.0,0.405839,0.0,0.0,0.0,1.3852918760851682,0.0,1.3852918760851682,0.0, 01/01  09:00:00,24.0
20.0,154.8473335877614,0.0,0.0,0.0,0.0,0.0,-0.1379058420410428,3.219642857142857,2.148214285714286,2.0,0.0,0.0,0.411284,0.0,0.0,0.0,0.9677744204104282,0.0,0.9677744204104282,0.0, 01/01  10:00:00,24.0
20.0,89.83324735199865,0.0,0.0,0.0,0.0,0.0,-0.15434872267994795,3.327357142857143,2.2559285714285715,2.0,0.0,0.0,0.399042,0.0,0.0,0.0,1.1444452267994794,0.0,1.1444452267994794,0.0, 01/01  11:00:00,24.0
20.28559835,20.0,0.0,0.0,0.0,0.0,0.0,-0.06856320768509842,3.434071428571429,2.3626428571428573,2.0,0.0,0.0,0.412678,0.0,0.0,0.0,0.2729540768509842,0.0,0.0,0.2729540768509842, 01/01  12:00:00,24.0
20.0,91.12099751864167,7.025527293125846,0.0,0.0,0.0,-0.0,1.3046539284373868,3.5240714285714287,2.452642857142857,1.0,0.427354,0.0,0.0,2.18665410295752,4.348846428124623,1.055145468917857,0.0,0.0,1.055145468917857,0.0, 01/01  13:00:00,24.0
20.0,83.87110251815264,9.102146138206177,0.0,0.0,0.0,0.0,0.20952657269831104,3.5874285714285716,2.516,1.0,0.45689899999999994,0.0,0.0,3.3,0.6984219089943702,2.4266790910056297,0.0,0.0,2.4266790910056297,0.0, 01/01  14:00:00,24.0
20.929339835714288,79.42447391340916,12.236235923592359,0.0,0.0,0.0,0.0,0.0,3.619857142857143,2.5484285714285715,1.0,0.458434,0.0,0.0,1.3315660000000005,0.0,3.0,0.0,0.0,3.0,0.0, 01/01  15:00:00,24.0
22.0,27.188550080725634,13.5,0.0,0.0,0.0,0.0,0.0,3.6158571428571427,2.544428571428571,1.0,0.491737,0.0,0.0,0.0,0.0,1.071263,0.0,2.030249473684218,0.0,3.000000000000007, 01/01  16:00:00,24.0
21.805294,124.7538984065009,11.468400526315783,0.0,0.0,0.0,0.0,0.0,3.5808571428571425,2.509428571428572,1.0,0.0,0.5627242105263159,0.0,0.0,0.0,0.0,0.0,0.7631457163614376,0.7249884305433657,0.0, 01/01  17:00:00,24.0
22.0,114.32822367676707,10.141383759375397,0.0,0.0,0.0,0.0,0.0,3.564285714285714,2.492857142857143,1.0,0.0,0.7423831578947369,0.0,0.0,0.0,0.0,0.0,1.8149744119818598,1.7242256913827667,0.0, 01/01  18:00:00,24.0
20.0,31.696523605232528,0.0,0.0,0.0,0.0,-0.0,-0.1482499468917857,3.5240714285714287,2.452642857142857,2.0,0.0,0.0,0.427354,0.0,0.0,0.0,1.055145468917857,0.0,1.055145468917857,0.0, 01/01  13:00:00,24.0
20.0,24.44662860474348,0.0,0.0,0.0,0.0,0.0,-0.3456899,3.5874285714285716,2.516,2.0,0.0,0.0,0.45689899999999994,0.0,0.0,0.0,3.0,0.0,3.0,0.0, 01/01  14:00:00,24.0
21.237852007142855,19.999999999999996,0.0,0.0,0.0,0.0,0.0,-0.3458434,3.619857142857143,2.5484285714285715,2.0,0.0,0.0,0.458434,0.0,0.0,0.0,3.0,0.0,0.0,3.0, 01/01  15:00:00,24.0
20.679576457142858,114.38531108211279,0.0,0.0,0.0,0.0,0.0,-0.28369705635281567,3.6158571428571427,2.544428571428571,2.0,0.0,0.0,0.491737,0.0,0.0,0.0,2.3452335635281565,0.0,0.0,2.3452335635281565, 01/01  16:00:00,24.0
20.484870457142858,180.0,0.0,0.0,0.0,0.0,0.0,-0.3534588000000001,3.5808571428571425,2.509428571428572,2.0,0.0,0.0,0.5345880000000001,0.0,0.0,0.0,3.0,0.0,3.0,0.0, 01/01  17:00:00,24.0
21.90155017142857,169.5743252702659,0.0,0.0,0.0,0.0,0.0,-0.2613630987307951,3.564285714285714,2.492857142857143,2.0,0.0,0.0,0.705264,0.0,0.0,0.0,1.908366987307951,0.0,1.908366987307951,0.0, 01/01  18:00:00,24.0
22.0,105.04429157453302,7.583012051122865,0.0,0.0,-0.0,0.0,0.0,3.545857142857143,2.4744285714285716,1.0,0.0,0.706221052631579,0.0,0.0,0.0,0.0,0.0,1.6775475464829595,0.0,1.5936701691588113, 01/01  19:00:00,24.0
21.9870787,180.0,5.198485150803214,0.0,0.0,0.0,0.0,0.0,3.5267857142857144,2.455357142857143,1.0,0.0,0.5868663157894737,0.0,0.0,0.0,0.0,0.0,0.2634767311004787,0.0,0.25030289454545473, 01/01  20:00:00,24.0
21.7923727,180.0,4.347622255398182,0.0,0.0,0.0,0.0,0.0,3.510642857142857,2.439214285714286,1.0,0.0,0.4938694736842106,0.0,0.0,0.0,0.0,0.0,1.0103771243975703,0.0,0.9598582681776917, 01/01  21:00:00,24.0
21.41588185,180.0,2.842940895090861,0.0,0.0,0.0,0.0,0.0,3.491285714285714,2.4198571428571425,1.0,0.0,0.4299052631578947,0.0,0.0,0.0,0.0,0.0,0.5266035091862132,0.0,0.5002733337269025, 01/01  22:00:00,24.0
21.039391000000002,180.0,1.8861478286572453,0.0,0.0,0.0,0.0,0.0,3.4620714285714285,2.390642857142857,1.0,0.0,0.3732642105263158,0.0,0.0,0.0,0.0,0.0,0.015410961596826925,0.0,0.014640413516985579, 01/01  23:00:00,24.0
20.662900150000002,180.0,1.4972840417512367,0.0,0.0,0.0,0.0,-0.18540064023202915,3.4310714285714288,2.359642857142857,1.0,0.0,0.2908252631578948,0.0,0.0,0.0,0.0,1.8540064023202913,1.2063090501891671,3.0,0.0, 01/01  24:00:00,24.0
22.0,160.29039316803184,0.0,0.0,0.0,-0.0,0.0,-0.11003909768489116,3.545857142857143,2.4744285714285716,2.0,0.0,0.0,0.67091,0.0,0.0,0.0,0.4294809768489114,0.0,0.0,0.4294809768489114, 01/01  19:00:00,24.0
21.9870787,180.0,0.0,0.0,0.0,0.0,0.0,-0.08078258945454544,3.5267857142857144,2.455357142857143,2.0,0.0,0.0,0.557523,0.0,0.0,0.0,0.25030289454545446,0.0,0.0,0.25030289454545446, 01/01  20:00:00,24.0
21.7923727,180.0,0.0,0.0,0.0,0.0,0.0,-0.1578409026104292,3.510642857142857,2.439214285714286,2.0,0.0,0.0,0.46917600000000004,0.0,0.0,0.0,1.109233026104292,0.0,1.109233026104292,0.0, 01/01  21:00:00,24.0
22.0,135.09856529435342,0.0,0.0,0.0,0.0,0.0,-0.187621978806305,3.491285714285714,2.4198571428571425,2.0,0.0,0.0,0.40840999999999994,0.0,0.0,0.0,1.4678097880630498,0.0,0.0,1.4678097880630498, 01/01  22:00:00,24.0
21.62350915,180.0,0.0,0.0,0.0,0.0,0.0,-0.18045647293940448,3.4620714285714285,2.390642857142857,2.0,0.0,0.0,0.354601,0.0,0.0,0.0,1.4499637293940446,0.0,1.4499637293940446,0.0, 01/01  23:00:00,24.0
22.0,179.32877024956323,0.0,0.0,0.0,0.0,0.0,-0.13610288318934147,3.4310714285714288,2.359642857142857,2.0,0.0,0.0,0.27628400000000003,0.0,0.0,0.0,1.0847448318934145,0.0,1.0847448318934145,0.0, 01/01  24:00:00,24.0
21.648606742857144,179.3287702495632,0.0,0.0,0.0,0.0,0.0,-0.1668612739495796,3.4,2.3285714285714283,1.0,0.0,0.0,0.241389,0.0,0.0,0.0,1.4272237394957958,0.0,1.4272237394957958,0.0, 01/02  01:00:00,24.0
22.0,178.65754049912644,0.0,0.0,0.0,0.0,0.0,-0.026697455700517566,3.376357142857143,2.3049285714285714,1.0,0.0,0.0,0.22142,0.0,0.0,0.0,0.045554557005175626,0.0,0.0,0.045554557005175626, 01/02  02:00:00,24.0
21.44172445,180.0,0.0,0.0,0.0,0.0,0.0,-0.24147826853704069,3.3708571428571426,2.2994285714285714,1.0,0.0,0.0,0.20653899999999997,0.0,0.0,0.0,2.208243685370407,0.0,2.208243685370407,0.0, 01/02  03:00:00,24.0
22.0,179.32877024956323,0.0,0.0,0.0,0.0,0.0,-0.02311464547431199,3.371,2.2995714285714284,1.0,0.0,0.0,0.200706,0.0,0.0,0.0,0.030440454743119877,0.0,0.0,0.030440454743119877, 01/02  04:00:00,24.0
21.44172445,180.0,0.0,0.0,0.0,0.0,0.0,-0.18014451529619735,3.3660714285714284,2.2946428571428568,1.0,0.0,0.0,0.21045999999999998,0.0,0.0,0.0,1.5909851529619734,0.0,1.5909851529619734,0.0, 01/02  05:00:00,24.0
21.686754349999998,179.32877024956323,0.0,0.0,0.0,0.0,0.0,-0.12624545362174291,3.363142857142857,2.291714285714286,1.0,0.0,0.0,0.239135,0.0,0.0,0.0,1.0233195362174292,0.0,0.0,1.0233195362174292, 01/02  06:00:00,24.0
22.0,178.65754049912644,0.0,0.0,0.0,-0.0,0.0,-0.09796063529411707,3.4,2.3285714285714283,2.0,0.0,0.0,0.241389,0.0,0.0,0.0,0.7382173529411706,0.0,0.7382173529411702,4.440892098500626e-16, 01/02  01:00:00,24.0
22.0,177.9863107486897,0.0,0.0,0.0,0.0,0.0,-0.13237432562567458,3.376357142857143,2.3049285714285714,2.0,0.0,0.0,0.22142,0.0,0.0,0.0,1.1023232562567458,0.0,1.1023232562567458,0.0, 01/02  02:00:00,24.0
22.0,177.3150809982529,0.0,0.0,0.0,0.0,0.0,-0.028264486481113228,3.3708571428571426,2.2994285714285714,2.0,0.0,0.0,0.20653899999999997,0.0,0.0,0.0,0.07610586481113232,0.0,0.0,0.07610586481113232, 01/02  03:00:00,24.0
21.441724450000006,180.0,0.0,0.0,0.0,0.0,0.0,-0.24088561038267536,3.371,2.2995714285714284,2.0,0.0,0.0,0.200706,0.0,0.0,0.0,2.2081501038267537,0.0,2.2081501038267537,0.0, 01/02  04:00:00,24.0
22.000000000000004,179.3287702495632,0.0,0.0,0.0,3.552713678800501e-15,0.0,-0.06957535243147701,3.3660714285714284,2.2946428571428568,2.0,0.0,0.0,0.21045999999999998,0.0,0.0,0.0,0.4852935243147702,0.0,0.4852935243147702,0.0, 01/02  05:00:00,24.0
21.68675435,178.65754049912644,0.0,0.0,0.0,0.0,0.0,-0.12777269461413795,3.363142857142857,2.291714285714286,2.0,0.0,0.0,0.239135,0.0,0.0,0.0,1.0385919461413793,0.0,0.0,1.0385919461413793, 01/02  06:00:00,24.0
21.129472399999997,123.36071311448687,0.0,0.0,0.0,0.0,0.0,-0.034427300000000015,3.3550714285714287,2.283642857142857,1.0,0.0,0.0,0.344273,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,1.1102230246251565e-16, 01/02  07:00:00,24.0
21.1165511,38.181235868216504,0.0,0.0,0.0,0.0,0.0,-0.005083499999999997,3.3562142857142856,2.2847857142857144,1.0,0.343,0.0,0.050834999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 01/02  08:00:00,24.0
20.558275549999998,20.0,0.0,0.0,0.0,0.0,0.0,0.5091050190599725,3.411785714285714,2.3403571428571426,1.0,0.405839,0.0,0.0,0.0,1.6970167301999084,1.0511442698000915,0.0,0.0,0.0,1.0511442698000915, 01/02  09:00:00,24.0
20.0,20.67122975043678,0.0,0.0,0.0,0.0,0.0,1.0041204568298856,3.495142857142857,2.4237142857142855,1.0,0.411284,0.0,0.0,0.0,3.347068189432952,2.2256478105670476,0.0,0.0,2.2256478105670476,0.0, 01/02  10:00:00,24.0
20.608568007142857,20.0,0.0,0.0,0.0,0.0,0.0,1.4797635203483843,3.613285714285714,2.5418571428571433,1.0,0.399042,0.0,0.0,1.650737048397534,4.932545067827948,0.40667588377451797,0.0,0.0,0.0,0.40667588377451797, 01/02  11:00:00,24.0
20.232077157142857,39.15329161480618,1.5682001959776575,0.0,0.0,0.0,0.0,0.09532710000000001,3.6976428571428572,2.6262142857142856,1.0,0.839243,0.0,0.0,3.3,0.31775700000000007,3.0,0.0,0.0,3.0,0.0, 01/02  12:00:00,24.0
21.1294724,123.36071311448687,0.0,0.0,0.0,0.0,0.0,-0.0344273,3.3550714285714287,2.283642857142857,2.0,0.0,0.0,0.344273,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16, 01/02  07:00:00,24.0
21.1165511,38.181235868216504,0.0,0.0,0.0,0.0,0.0,-0.0393835,3.3562142857142856,2.2847857142857144,2.0,0.0,0.0,0.393835,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 01/02  08:00:00,24.0
20.558275549999998,20.0,0.0,0.0,0.0,0.0,0.0,-0.14719382522508775,3.411785714285714,2.3403571428571426,2.0,0.0,0.0,0.405839,0.0,0.0,0.0,1.0660992522508774,0.0,0.0,1.0660992522508774, 01/02  09:00:00,24.0
20.0,21.34245950087356,0.0,0.0,0.0,0.0,0.0,-0.1476143764571244,3.495142857142857,2.4237142857142855,2.0,0.0,0.0,0.411284,0.0,0.0,0.0,1.064859764571244,0.0,1.064859764571244,0.0, 01/02  10:00:00,24.0
20.0,20.67122975043678,0.0,0.0,0.0,0.0,0.0,-0.1788325438105404,3.613285714285714,2.5418571428571433,2.0,0.0,0.0,0.399042,0.0,0.0,0.0,1.3892834381054038,0.0,1.3892834381054038,0.0, 01/02  11:00:00,24.0
20.37649085,20.0,0.0,0.0,0.0,0.0,0.0,-0.2347132901270161,3.6976428571428572,2.6262142857142856,2.0,0.0,0.0,0.839243,0.0,0.0,0.0,1.5078899012701608,0.0,0.0,1.5078899012701608, 01/02  12:00:00,24.0
21.519525592857143,20.0,4.70304337595806,0.0,-0.0,0.0,0.0,0.1533607468325427,3.730785714285714,2.659357142857143,1.0,0.427354,0.0,0.0,3.3,0.511202489441809,1.372443510558191,0.0,0.0,0.0,1.3724435105581905, 01/02  13:00:00,24.0
20.870357692857144,70.31523735586983,7.837573071620464,0.0,0.0,0.0,0.0,0.0,3.750928571428571,2.6795,1.0,0.410142,0.0,0.0,3.3,0.0,1.447858000000001,0.0,0.0,0.0,1.447858000000001, 01/02  14:00:00,24.0
20.312082142857143,144.04571197283744,10.971789314313302,0.0,0.0,0.0,0.0,6.661338147750939e-17,3.757,2.685571428571429,1.0,0.42344899999999996,0.0,0.0,2.662429331176978,2.220446049250313e-16,0.7111216688230217,0.0,0.0,0.0,0.7111216688230217, 01/02  15:00:00,24.0
19.572021892857144,180.0,13.5,0.0,0.0,0.0,0.4279781071428559,3.3306690738754695e-17,3.7151428571428573,2.6437142857142857,1.0,0.423431,0.0,0.0,0.0,1.1102230246251565e-16,1.0425689999999999,0.0,2.0604536842105268,3.0,0.0, 01/02  16:00:00,24.0
20.68556062857143,170.97080917705316,11.438196315789472,0.0,0.0,0.0,0.0,0.0,3.657928571428571,2.5865,1.0,0.0,0.5601621052631579,0.0,0.0,0.0,0.007,0.0,1.3425807640696703,1.2824517258661865,0.0, 01/02  17:00:00,24.0
20.74006025,170.29957942661636,9.534309626825065,0.0,0.0,0.0,0.0,0.0,3.6557142857142857,2.584285714285714,1.0,0.0,0.7423831578947369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 01/02  18:00:00,24.0
20.0,76.79236562459846,0.0,0.0,0.0,0.0,-0.0,-0.34273540000000147,3.730785714285714,2.659357142857143,2.0,0.0,0.0,0.427354,0.0,0.0,0.0,3.000000000000014,0.0,3.000000000000014,0.0, 01/02  13:00:00,24.0
21.02968567142858,57.11142989197037,0.0,0.0,0.0,0.0,0.0,-0.2814617088635939,3.750928571428571,2.6795,2.0,0.0,0.0,0.410142,0.0,0.0,0.0,2.4044750886359387,0.0,0.0,2.4044750886359387, 01/02  14:00:00,24.0
20.47141012142858,179.99999999999997,0.0,0.0,0.0,0.0,0.0,-0.3423449,3.757,2.685571428571429,2.0,0.0,0.0,0.42344899999999996,0.0,0.0,0.0,3.0,0.0,3.0,0.0, 01/02  15:00:00,24.0
21.421999871428582,179.3287702495632,0.0,0.0,0.0,0.0,0.0,-0.24624296285216063,3.7151428571428573,2.6437142857142857,2.0,0.0,0.0,0.423431,0.0,0.0,0.0,2.038998628521606,0.0,2.038998628521606,0.0, 01/02  16:00:00,24.0
22.0,170.29957942661633,0.0,0.0,0.0,0.0,0.0,-0.0532154,3.657928571428571,2.5865,2.0,0.0,0.0,0.532154,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 01/02  17:00:00,24.0
21.3508321,169.62834967617957,0.0,0.0,0.0,0.0,0.0,-0.0705264,3.6557142857142857,2.584285714285714,2.0,0.0,0.0,0.705264,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 01/02  18:00:00,24.0
20.0,161.5845433048668,8.790973037967646,0.0,0.0,0.0,-0.0,0.0,3.667642857142857,2.596214285714286,1.0,0.0,0.706221052631579,0.0,0.0,0.0,0.0,0.0,0.7203648652665606,0.6843466220032326,0.0, 01/02  19:00:00,24.0
20.0,160.91331355443,7.36350802276571,0.0,0.0,0.0,0.0,0.0,3.6718571428571427,2.6004285714285715,1.0,0.0,0.5868663157894737,0.0,0.0,0.0,0.0,0.0,0.7195380838198281,0.6835611796288367,0.0, 01/02  20:00:00,24.0
20.0,150.2720973628342,6.056367272354132,0.0,0.0,0.0,0.0,0.0,3.677,2.6055714285714284,1.0,0.0,0.4938694736842106,0.0,0.0,0.0,0.0,0.0,3.1578947368421053,3.0,0.0, 01/02  21:00:00,24.0
21.459944,149.6008676123974,2.4039974251005805,0.0,0.0,0.0,0.0,0.0,3.6752857142857143,2.6038571428571426,1.0,0.0,0.4299052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 01/02  22:00:00,24.0
21.4470227,148.92963786196063,1.973851762200176,0.0,0.0,0.0,0.0,0.0,3.6760714285714284,2.6046428571428573,1.0,0.0,0.3732642105263158,0.0,0.0,0.0,0.0,0.0,1.4273118607263298,1.3559462676900131,0.0, 01/02  23:00:00,24.0
22.0,148.25840811152383,0.1730783057713105,0.0,0.0,0.0,0.0,-0.013534341914836266,3.670714285714286,2.599285714285714,1.0,0.0,0.1483585061596183,0.13534341914836265,0.0,0.0,0.0,0.0,0.02470249178111383,0.023467367192058136,0.0, 01/02  24:00:00,24.0
20.610771850000003,160.91331355443,0.0,0.0,0.0,0.0,0.0,-0.067091,3.667642857142857,2.596214285714286,2.0,0.0,0.0,0.67091,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 01/02  19:00:00,24.0
20.234281,160.2420838039932,0.0,0.0,0.0,0.0,0.0,-0.08157208627656962,3.6718571428571427,2.6004285714285715,2.0,0.0,0.0,0.557523,0.0,0.0,0.0,0.2581978627656961,0.0,0.2581978627656961,0.0, 01/02  20:00:00,24.0
20.0,149.6008676123974,0.0,0.0,0.0,0.0,0.0,-0.34691760000000005,3.677,2.6055714285714284,2.0,0.0,0.0,0.46917600000000004,0.0,0.0,0.0,3.0,0.0,3.0,0.0, 01/02  21:00:00,24.0
21.459944,148.92963786196034,0.0,0.0,0.0,0.0,0.0,-0.040840999999999995,3.6752857142857143,2.6038571428571426,2.0,0.0,0.0,0.40840999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 01/02  22:00:00,24.0
21.4470227,148.25840811152358,0.0,0.0,0.0,0.0,0.0,-0.17105472676900133,3.6760714285714284,2.6046428571428573,2.0,0.0,0.0,0.354601,0.0,0.0,0.0,1.3559462676900131,0.0,1.3559462676900131,0.0, 01/02  23:00:00,24.0
22.0,147.58717836108679,0.0,0.0,0.0,0.0,0.0,-0.02997513671920582,3.670714285714286,2.599285714285714,2.0,0.0,0.0,0.27628400000000003,0.0,0.0,0.0,0.023467367192058136,0.0,0.023467367192058136,0.0, 01/02  24:00:00,24.0
22.0,147.58717836108704,1.3322676295501878e-15,0.0,0.0,-0.0,0.0,-0.092700411745883,3.6608571428571426,2.5894285714285714,1.0,0.0,0.0,0.241389,0.0,0.0,0.0,0.68561511745883,0.0,0.6856151174588304,0.0, 01/03  01:00:00,24.0
22.0,146.91594861065025,0.0,0.0,0.0,0.0,0.0,-0.022142000000000002,3.6510000000000002,2.5795714285714286,1.0,0.0,0.0,0.22142,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 01/03  02:00:00,24.0
21.62350915,146.24471886021348,0.0,0.0,0.0,0.0,0.0,-0.0206539,3.6583571428571426,2.5869285714285715,1.0,0.0,0.0,0.20653899999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 01/03  03:00:00,24.0
21.2470183,145.5734891097767,0.0,0.0,0.0,0.0,0.0,-0.0200706,3.6552857142857142,2.5838571428571426,1.0,0.0,0.0,0.200706,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 01/03  04:00:00,24.0
20.68874275,144.9022593593399,0.0,0.0,0.0,0.0,0.0,-0.021046,3.6533571428571427,2.5819285714285716,1.0,0.0,0.0,0.21045999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 01/03  05:00:00,24.0
20.130467200000002,144.23102960890313,0.0,0.0,0.0,0.0,0.0,-0.10185829343575317,3.6590714285714285,2.5876428571428574,1.0,0.0,0.0,0.239135,0.0,0.0,0.0,0.7794479343575318,0.0,0.7794479343575318,0.0, 01/03  06:00:00,24.0
22.0,146.91594861065,0.0,0.0,0.0,-0.0,0.0,-0.092700411745883,3.6608571428571426,2.5894285714285714,2.0,0.0,0.0,0.241389,0.0,0.0,0.0,0.6856151174588301,0.0,0.6856151174588305,0.0, 01/03  01:00:00,24.0
22.0,146.2447188602132,0.0,0.0,0.0,0.0,0.0,-0.022142000000000002,3.6510000000000002,2.5795714285714286,2.0,0.0,0.0,0.22142,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 01/03  02:00:00,24.0
21.62350915,145.57348910977643,0.0,0.0,0.0,0.0,0.0,-0.0206539,3.6583571428571426,2.5869285714285715,2.0,0.0,0.0,0.20653899999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 01/03  03:00:00,24.0
